time,open,high,low,close,real_volume,tick_volume
2023.03.31 21:15,6066.76,6091.71,6063.6,6091.71,0,300
,,,,,,
2023.03.31 21:10,6044.79,6070.7,6044.5,6066.98,0,296
,,,,,,
2023.03.31 21:05,6043.01,6050.24,6032.5,6046.29,0,299
,,,,,,
2023.03.31 21:00,6051.5,6059.1,6039.12,6043.6,0,299
,,,,,,
2023.03.31 20:55,6046.37,6053.91,6040.17,6052.38,0,297
,,,,,,
2023.03.31 20:50,6045.3,6049.83,6036.04,6047.26,0,300
,,,,,,
2023.03.31 20:45,6053.69,6057.23,6043.8,6044.42,0,300
,,,,,,
2023.03.31 20:40,6068.14,6073.69,6053.39,6053.39,0,300
,,,,,,
2023.03.31 20:35,6065.32,6082.16,6059.07,6069.1,0,299
,,,,,,
2023.03.31 20:30,6048.76,6068.66,6042.88,6064.63,0,299
,,,,,,
2023.03.31 20:25,6034.52,6050.95,6034.46,6049.26,0,298
,,,,,,
2023.03.31 20:20,6012.36,6037.08,6009.65,6033.52,0,298
,,,,,,
2023.03.31 20:15,6020.39,6020.39,6002.92,6013.19,0,298
,,,,,,
2023.03.31 20:10,6015.88,6025.96,6009.1,6021.3,0,300
,,,,,,
2023.03.31 20:05,6032.42,6038.57,6009.33,6013.78,0,299
,,,,,,
2023.03.31 20:00,6012.58,6037.74,6007.93,6033.18,0,300
,,,,,,
2023.03.31 19:55,6018.52,6025.68,6011.48,6013.47,0,300
,,,,,,
2023.03.31 19:50,6019.28,6024.7,6013.63,6018.58,0,296
,,,,,,
2023.03.31 19:45,6005.94,6019.86,5993.58,6019.41,0,299
,,,,,,
2023.03.31 19:40,6019.45,6024.01,6005.65,6006.38,0,300
,,,,,,
2023.03.31 19:35,6001.83,6021.17,5994.87,6020.06,0,298
,,,,,,
2023.03.31 19:30,6013.35,6013.35,5994.99,6003.57,0,299
,,,,,,
2023.03.31 19:25,6014.97,6025.8,6011.06,6012.71,0,299
,,,,,,
2023.03.31 19:20,5995.17,6020.06,5992.3,6015.75,0,297
,,,,,,
2023.03.31 19:15,5979.46,6000.21,5977.51,5994.84,0,299
,,,,,,
2023.03.31 19:10,5985.21,5986.65,5964.45,5979.47,0,300
,,,,,,
2023.03.31 19:05,6014.19,6014.68,5983.95,5986.44,0,300
,,,,,,
2023.03.31 19:00,6006.16,6022.62,6006.16,6013.28,0,299
,,,,,,
2023.03.31 18:55,6006.63,6019.04,6003.14,6005.26,0,297
,,,,,,
2023.03.31 18:50,6014.88,6017.3,5998.94,6007.14,0,300
,,,,,,
2023.03.31 18:45,6010.17,6014.7,5997.81,6014.51,0,295
,,,,,,
2023.03.31 18:40,6026.11,6032.99,6009.81,6010.27,0,300
,,,,,,
2023.03.31 18:35,6023.24,6033.57,6021.1,6027.23,0,299
,,,,,,
2023.03.31 18:30,6024,6026.19,6003.31,6021.75,0,299
,,,,,,
2023.03.31 18:25,5997.29,6028.44,5997.28,6023.62,0,298
,,,,,,
2023.03.31 18:20,6011.29,6011.29,5978.41,5997.05,0,297
,,,,,,
2023.03.31 18:15,6005.95,6022.36,6005.95,6012.48,0,298
,,,,,,
2023.03.31 18:10,6007.62,6022.8,5999.06,6004.36,0,297
,,,,,,
2023.03.31 18:05,6012.6,6022.91,6005.41,6005.68,0,298
,,,,,,
2023.03.31 18:00,6002.51,6013.17,5995.06,6011.59,0,300
,,,,,,
2023.03.31 17:55,5969.99,6002.25,5969.99,6002.01,0,298
,,,,,,
2023.03.31 17:50,5964.91,5970.37,5958.25,5969.6,0,294
,,,,,,
2023.03.31 17:45,5962.43,5972.86,5960.06,5963.15,0,299
,,,,,,
2023.03.31 17:40,5966.93,5976.79,5956.87,5961.67,0,299
,,,,,,
2023.03.31 17:35,5977.65,5978.79,5966.55,5967.72,0,299
,,,,,,
2023.03.31 17:30,5991.71,5992.65,5976.42,5978.78,0,299
,,,,,,
2023.03.31 17:25,5986.26,5995.43,5978.17,5992.56,0,299
,,,,,,
2023.03.31 17:20,5978.51,5987.55,5967.48,5987.51,0,297
,,,,,,
2023.03.31 17:15,5999.41,6000.82,5977.46,5979.43,0,300
,,,,,,
2023.03.31 17:10,5983.56,6002.36,5983.56,5999.35,0,299
,,,,,,
2023.03.31 17:05,5983.45,5989.29,5978.91,5984.19,0,297
,,,,,,
2023.03.31 17:00,5981.55,5985.4,5966.54,5982.39,0,297
,,,,,,
2023.03.31 16:55,6002.55,6006.65,5980.23,5982.2,0,300
,,,,,,
2023.03.31 16:50,5980.11,6003.17,5979.12,6001.59,0,297
,,,,,,
2023.03.31 16:45,5989.64,5992.11,5978.31,5979.76,0,299
,,,,,,
2023.03.31 16:40,5985.82,5992.95,5976.31,5990.09,0,296
,,,,,,
2023.03.31 16:35,5980.26,5999.37,5980.02,5986.75,0,299
,,,,,,
2023.03.31 16:30,6012.91,6014.42,5978.25,5980.49,0,297
,,,,,,
2023.03.31 16:25,6021.55,6038.38,6013.19,6013.19,0,298
,,,,,,
2023.03.31 16:20,6016.17,6029.2,6011.53,6021.64,0,297
,,,,,,
2023.03.31 16:15,6035.72,6039.85,6015.84,6015.84,0,300
,,,,,,
2023.03.31 16:10,6043.61,6052.95,6031.52,6035.33,0,297
,,,,,,
2023.03.31 16:05,6018.04,6045.57,6015.56,6043.6,0,300
,,,,,,
2023.03.31 16:00,6026.58,6027.58,6015.44,6018.92,0,299
,,,,,,
2023.03.31 15:55,6017.72,6030.12,6009.73,6027.76,0,297
,,,,,,
2023.03.31 15:50,6020.37,6025.78,6012.66,6017.49,0,300
,,,,,,
2023.03.31 15:45,6017.48,6027.35,6013.12,6020.59,0,298
,,,,,,
2023.03.31 15:40,6010.44,6023.64,6008.67,6016.6,0,300
,,,,,,
2023.03.31 15:35,5969.22,6013.82,5968.27,6010.7,0,299
,,,,,,
2023.03.31 15:30,5955.56,5976.29,5947.15,5969.4,0,299
,,,,,,
2023.03.31 15:25,5947.43,5956.2,5936.45,5955.24,0,300
,,,,,,
2023.03.31 15:20,5920.5,5953.15,5917.16,5948.22,0,297
,,,,,,
2023.03.31 15:15,5931.31,5931.31,5918.68,5920.75,0,300
,,,,,,
2023.03.31 15:10,5951.92,5963.38,5931.62,5932.01,0,299
,,,,,,
2023.03.31 15:05,5962.14,5967.23,5947.03,5952.01,0,298
,,,,,,
2023.03.31 15:00,5960.73,5963.54,5943.11,5961.02,0,299
,,,,,,
2023.03.31 14:55,5961.01,5970.05,5956.1,5960.69,0,299
,,,,,,
2023.03.31 14:50,5972.05,5979.45,5952.07,5960.94,0,300
,,,,,,
2023.03.31 14:45,5973.05,5985.18,5967.27,5971.16,0,298
,,,,,,
2023.03.31 14:40,5992.25,5993.16,5966.97,5972.65,0,298
,,,,,,
2023.03.31 14:35,5978.69,5996.26,5972.85,5992.08,0,299
,,,,,,
2023.03.31 14:30,6007,6008.15,5973.77,5979.67,0,299
,,,,,,
2023.03.31 14:25,6008.94,6010.85,5999.49,6007.98,0,300
,,,,,,
2023.03.31 14:20,5993.01,6011.25,5984.1,6009.59,0,296
,,,,,,
2023.03.31 14:15,5995.39,6000.91,5988.95,5991.68,0,297
,,,,,,
2023.03.31 14:10,5997.02,6006.42,5984.37,5994.76,0,297
,,,,,,
2023.03.31 14:05,6005.58,6021.17,5995.38,5998.51,0,299
,,,,,,
2023.03.31 14:00,6017.97,6022.21,5995.89,6004.64,0,300
,,,,,,
2023.03.31 13:55,6040.01,6048.27,6016.08,6018.29,0,300
,,,,,,
2023.03.31 13:50,6028.31,6038.58,6027.75,6038.58,0,297
,,,,,,
2023.03.31 13:45,6029.83,6040.83,6027.83,6030.67,0,299
,,,,,,
2023.03.31 13:40,6044.38,6044.4,6023.58,6028.52,0,299
,,,,,,
2023.03.31 13:35,6033.72,6049.09,6031.58,6044.36,0,297
,,,,,,
2023.03.31 13:30,6041.88,6048.18,6033.44,6034.69,0,300
,,,,,,
2023.03.31 13:25,6055.75,6061.31,6037.31,6042.55,0,299
,,,,,,
2023.03.31 13:20,6043.93,6072.06,6043.93,6055.65,0,299
,,,,,,
2023.03.31 13:15,6048.59,6050.89,6039.71,6042.07,0,299
,,,,,,
2023.03.31 13:10,6040.81,6055.92,6038.76,6049.09,0,299
,,,,,,
2023.03.31 13:05,6029.99,6052.4,6020.2,6039.57,0,299
,,,,,,
2023.03.31 13:00,6047.08,6048.12,6025.57,6030.46,0,300
,,,,,,
2023.03.31 12:55,6046.65,6060.33,6032.12,6047.07,0,298
,,,,,,
2023.03.31 12:50,6050.24,6050.24,6036.44,6046.58,0,297
,,,,,,
2023.03.31 12:45,6030.38,6058.87,6030.38,6049.52,0,298
,,,,,,
2023.03.31 12:40,6057.7,6058.29,6030.25,6030.59,0,298
,,,,,,
2023.03.31 12:35,6058.98,6061.16,6048.06,6057.44,0,299
,,,,,,
2023.03.31 12:30,6037.33,6064.51,6037.33,6058.61,0,298
,,,,,,
2023.03.31 12:25,6045.38,6051.91,6028.24,6037,0,299
,,,,,,
2023.03.31 12:20,6035.69,6047.44,6029.2,6044.3,0,300
,,,,,,
2023.03.31 12:15,6049.1,6052.12,6034.53,6034.53,0,299
,,,,,,
2023.03.31 12:10,6034.77,6056.81,6034.77,6048.9,0,298
,,,,,,
2023.03.31 12:05,6030.36,6043.53,6018.26,6035.01,0,298
,,,,,,
2023.03.31 12:00,6028.3,6047.51,6027.97,6029.94,0,299
,,,,,,
2023.03.31 11:55,6030.13,6038.27,6023.27,6028.33,0,299
,,,,,,
2023.03.31 11:50,6033.73,6037.69,6024.31,6029.31,0,297
,,,,,,
2023.03.31 11:45,6022.22,6039.95,6016.03,6034.04,0,298
,,,,,,
2023.03.31 11:40,6030.18,6030.27,6006.35,6022.77,0,300
,,,,,,
2023.03.31 11:35,6034.58,6039.56,6028.34,6030.33,0,299
,,,,,,
2023.03.31 11:30,6041.5,6043.41,6024.13,6033.78,0,298
,,,,,,
2023.03.31 11:25,6039.2,6047.01,6033.95,6040.77,0,299
,,,,,,
2023.03.31 11:20,6040.02,6044.18,6030.12,6037.72,0,299
,,,,,,
2023.03.31 11:15,6039.58,6044.81,6026.8,6039.43,0,299
,,,,,,
2023.03.31 11:10,6035.52,6045.68,6030.7,6038.95,0,299
,,,,,,
2023.03.31 11:05,6023.32,6038.21,6013.79,6035.02,0,299
,,,,,,
2023.03.31 11:00,6028.95,6030.49,6016.52,6023.67,0,299
,,,,,,
2023.03.31 10:55,6036.33,6038.86,6022.14,6028.76,0,300
,,,,,,
2023.03.31 10:50,6041.77,6049.27,6034.19,6036.4,0,299
,,,,,,
2023.03.31 10:45,6032,6050.29,6031.01,6043.53,0,297
,,,,,,
2023.03.31 10:40,6024.94,6035.18,6020.29,6031.19,0,300
,,,,,,
2023.03.31 10:35,6040.34,6050.77,6020.84,6025.65,0,300
,,,,,,
2023.03.31 10:30,6039.59,6052.34,6037.17,6040.17,0,298
,,,,,,
2023.03.31 10:25,6056.58,6057.68,6036.4,6040.17,0,298
,,,,,,
2023.03.31 10:20,6043.08,6055.91,6038.21,6055.91,0,299
,,,,,,
2023.03.31 10:15,6045.78,6057.87,6041.04,6042.28,0,297
,,,,,,
2023.03.31 10:10,6034.01,6047.02,6022.93,6046.73,0,299
,,,,,,
2023.03.31 10:05,6035.45,6048.76,6023.23,6034.47,0,296
,,,,,,
2023.03.31 10:00,6027.22,6038.31,6022.82,6035.09,0,296
,,,,,,
2023.03.31 09:55,6047.64,6048.3,6019.99,6026.05,0,298
,,,,,,
2023.03.31 09:50,6052.21,6055.2,6036.07,6047.06,0,298
,,,,,,
2023.03.31 09:45,6070.22,6072.24,6050.34,6053.7,0,300
,,,,,,
2023.03.31 09:40,6064.48,6075.68,6057.72,6070.52,0,299
,,,,,,
2023.03.31 09:35,6072.86,6075.31,6057.11,6064.91,0,297
,,,,,,
2023.03.31 09:30,6060.06,6079.74,6056.26,6072.21,0,299
,,,,,,
2023.03.31 09:25,6063.09,6065.45,6053.7,6060.66,0,298
,,,,,,
2023.03.31 09:20,6047.01,6070.76,6047.01,6062.33,0,297
,,,,,,
2023.03.31 09:15,6052.75,6056.85,6044.29,6047.72,0,299
,,,,,,
2023.03.31 09:10,6068.61,6071.82,6050.81,6052.49,0,297
,,,,,,
2023.03.31 09:05,6069.25,6076.57,6065.69,6068.59,0,298
,,,,,,
2023.03.31 09:00,6035.77,6071.33,6034.54,6068,0,299
,,,,,,
2023.03.31 08:55,6056.59,6056.59,6035.16,6038.06,0,298
,,,,,,
2023.03.31 08:50,6084.41,6084.66,6055.55,6055.55,0,300
,,,,,,
2023.03.31 08:45,6076.58,6090.5,6073.55,6083.38,0,298
,,,,,,
2023.03.31 08:40,6053.72,6076.75,6050.95,6075.89,0,300
,,,,,,
2023.03.31 08:35,6038.65,6059.54,6038.57,6054.13,0,299
,,,,,,
2023.03.31 08:30,6041.71,6041.94,6028.75,6038.56,0,299
,,,,,,
2023.03.31 08:25,6057.04,6059.97,6042.45,6043.33,0,299
,,,,,,
2023.03.31 08:20,6043.24,6062.73,6041.37,6058.06,0,299
,,,,,,
2023.03.31 08:15,6069.52,6069.76,6038.95,6041.4,0,295
,,,,,,
2023.03.31 08:10,6063.15,6082.25,6062.49,6069.01,0,298
,,,,,,
2023.03.31 08:05,6042.12,6064.23,6038.84,6063.22,0,299
,,,,,,
2023.03.31 08:00,6081.7,6090.22,6040.76,6041.91,0,299
,,,,,,
2023.03.31 07:55,6094.23,6098.6,6081.02,6082.53,0,297
,,,,,,
2023.03.31 07:50,6109.55,6118.02,6093.9,6093.9,0,299
,,,,,,
2023.03.31 07:45,6119.78,6121.71,6101.36,6108.8,0,299
,,,,,,
2023.03.31 07:40,6141.81,6149.49,6118.42,6120.06,0,299
,,,,,,
2023.03.31 07:35,6152.78,6161.03,6140.52,6142.12,0,298
,,,,,,
2023.03.31 07:30,6164.56,6171.48,6153.83,6153.83,0,300
,,,,,,
2023.03.31 07:25,6153.96,6165.91,6150.91,6165.02,0,299
,,,,,,
2023.03.31 07:20,6129.3,6162.73,6127.16,6154.29,0,300
,,,,,,
2023.03.31 07:15,6108.88,6131.79,6107.88,6128.77,0,296
,,,,,,
2023.03.31 07:10,6096.35,6113.93,6095.04,6109.9,0,300
,,,,,,
2023.03.31 07:05,6072.39,6100.51,6070.9,6094.48,0,297
,,,,,,
2023.03.31 07:00,6074.39,6082.11,6070.33,6072.4,0,295
,,,,,,
2023.03.31 06:55,6081.16,6092.85,6074.21,6074.57,0,297
,,,,,,
2023.03.31 06:50,6085.7,6093.44,6069.48,6081.35,0,300
,,,,,,
2023.03.31 06:45,6100.79,6109.52,6084.46,6085.33,0,299
,,,,,,
2023.03.31 06:40,6079.98,6101.75,6075.02,6101.75,0,298
,,,,,,
2023.03.31 06:35,6072.53,6089.18,6069.24,6079.65,0,299
,,,,,,
2023.03.31 06:30,6060.77,6073.23,6058.45,6071.31,0,300
,,,,,,
2023.03.31 06:25,6039.5,6060.75,6038.62,6060.75,0,294
,,,,,,
2023.03.31 06:20,6019.98,6047.54,6019.98,6038.49,0,299
,,,,,,
2023.03.31 06:15,6020.43,6041.41,6019.85,6020.31,0,297
,,,,,,
2023.03.31 06:10,6013.5,6020.8,6008.01,6020.16,0,298
,,,,,,
2023.03.31 06:05,6014.01,6019.58,6008.02,6013.43,0,296
,,,,,,
2023.03.31 06:00,5982.83,6017.8,5981.55,6013.98,0,297
,,,,,,
2023.03.31 05:55,5983.32,5990.39,5977.29,5983.6,0,300
,,,,,,
2023.03.31 05:50,5998.51,6003.3,5983.92,5984.4,0,300
,,,,,,
2023.03.31 05:45,6034.48,6038.09,5996.61,5997.74,0,300
,,,,,,
2023.03.31 05:40,6050.27,6055.52,6035.57,6035.8,0,299
,,,,,,
2023.03.31 05:35,6062.95,6071.42,6047.79,6049.97,0,299
,,,,,,
2023.03.31 05:30,6069.81,6088.61,6063.06,6063.06,0,300
,,,,,,
2023.03.31 05:25,6063.57,6071.17,6051.39,6071.17,0,300
,,,,,,
2023.03.31 05:20,6071.33,6075.38,6061.53,6063.43,0,299
,,,,,,
2023.03.31 05:15,6049.31,6075.91,6048.8,6070.9,0,300
,,,,,,
2023.03.31 05:10,6062.68,6064.75,6047,6048.23,0,299
,,,,,,
2023.03.31 05:05,6063.47,6071.13,6054.1,6062.34,0,299
,,,,,,
2023.03.31 05:00,6041.95,6069,6041.31,6063.41,0,300
,,,,,,
2023.03.31 04:55,6053.2,6056.21,6038.84,6040.99,0,299
,,,,,,
2023.03.31 04:50,6068.73,6068.97,6052.8,6052.8,0,299
,,,,,,
2023.03.31 04:45,6047.96,6071.29,6042.95,6068.01,0,298
,,,,,,
2023.03.31 04:40,6041.68,6055.25,6033.47,6047.59,0,297
,,,,,,
2023.03.31 04:35,6020.43,6043.99,6016.89,6041.79,0,299
,,,,,,
2023.03.31 04:30,6003.49,6020.26,6002.87,6020.16,0,298
,,,,,,
2023.03.31 04:25,5998.04,6010.36,5995.96,6004.63,0,300
,,,,,,
2023.03.31 04:20,5996.5,6003.02,5986.34,5997.17,0,299
,,,,,,
2023.03.31 04:15,5992.9,6005.95,5986.29,5995.92,0,298
,,,,,,
2023.03.31 04:10,5995.28,6000.55,5986.39,5991.35,0,299
,,,,,,
2023.03.31 04:05,5989.6,6001.33,5983.24,5996.32,0,298
,,,,,,
2023.03.31 04:00,5993.76,6000.93,5982.28,5989.59,0,298
,,,,,,
2023.03.31 03:55,5979.54,5995.46,5973.36,5994.03,0,299
,,,,,,
2023.03.31 03:50,5983.14,5987.93,5975.59,5979.54,0,300
,,,,,,
2023.03.31 03:45,5956.57,5988.93,5956.57,5983.03,0,300
,,,,,,
2023.03.31 03:40,5961.62,5968.37,5948.6,5958.22,0,297
,,,,,,
2023.03.31 03:35,5921.94,5963.01,5921.94,5961.69,0,299
,,,,,,
2023.03.31 03:30,5930.07,5930.11,5909.37,5921.96,0,298
,,,,,,
2023.03.31 03:25,5919.25,5933.46,5918.27,5930.22,0,298
,,,,,,
2023.03.31 03:20,5915.63,5922.41,5906.83,5919.14,0,298
,,,,,,
2023.03.31 03:15,5905.71,5925.18,5903.62,5915.4,0,300
,,,,,,
2023.03.31 03:10,5897.61,5910.8,5896.52,5906.09,0,298
,,,,,,
2023.03.31 03:05,5897.2,5903.81,5888.67,5897.24,0,298
,,,,,,
2023.03.31 03:00,5910.85,5914.74,5895.93,5897.39,0,299
,,,,,,
2023.03.31 02:55,5903.94,5911.67,5895.35,5910.39,0,300
,,,,,,
2023.03.31 02:50,5867.27,5907.29,5867.27,5902.93,0,298
,,,,,,
2023.03.31 02:45,5862.5,5870.12,5853.17,5866.09,0,299
,,,,,,
2023.03.31 02:40,5837.99,5865.06,5837.99,5862.31,0,298
,,,,,,
2023.03.31 02:35,5824.44,5842.24,5822.51,5837.42,0,297
,,,,,,
2023.03.31 02:30,5853.1,5853.17,5822.37,5824.4,0,296
,,,,,,
2023.03.31 02:25,5852.03,5862.93,5844.6,5853.24,0,298
,,,,,,
2023.03.31 02:20,5844.56,5852.56,5838.52,5852.56,0,300
,,,,,,
2023.03.31 02:15,5842.68,5851.07,5836.52,5846.05,0,299
,,,,,,
2023.03.31 02:10,5848.35,5855.14,5837.03,5841.15,0,299
,,,,,,
2023.03.31 02:05,5869.1,5869.72,5845.34,5847.21,0,298
,,,,,,
2023.03.31 02:00,5877.81,5879.23,5857.8,5869.8,0,299
,,,,,,
2023.03.31 01:55,5883.15,5898.69,5876.38,5877.65,0,299
,,,,,,
2023.03.31 01:50,5884.51,5895.71,5877.89,5882.82,0,299
,,,,,,
2023.03.31 01:45,5895.08,5899.05,5881.93,5885.16,0,296
,,,,,,
2023.03.31 01:40,5898,5906.24,5888.07,5895.46,0,298
,,,,,,
